"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"steamwebhelper","1","395","4621234176","28413952","12062720","25488","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1688,17921193971288530001,9442267683145088938,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=ko --service-sandbox-type=network --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --lang=ko-KR --buildid=1637624439 --steamid=0 --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --mojo-platform-channel-handle=2288 /prefetch:8","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","0.390625","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9636","8",,"False","2021-12-01 오전 8:19:40",,"15528",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25488","25488","12062720","12062720","556264","556264","14426112","14426112","31678464","31678464","4637233152","342265856","True","Normal","12062720","12062720","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","395","4621234176","326266880","False",,,,"28413952","28413952",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.2500000","00:00:00.3906250","00:00:00.1406250","0","","True",,
"steamwebhelper","1","763","4698959872","60567552","20672512","35800","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" ""-lang=ko_KR"" ""-cachedir=C:\Users\Mark.Yoo\AppData\Local\Steam\htmlcache"" ""-steampid=15112"" ""-buildid=1637624439"" ""-steamid=0"" ""-logdir=C:\Program Files (x86)\Steam\logs"" ""-composer-mode=0"" ""-steamuniverse=Public"" ""-realm=Global"" ""-clientui=C:\Program Files (x86)\Steam\clientui"" --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --enable-media-stream --enable-smooth-scrolling --enable-direct-write ""--log-file=C:\Program Files (x86)\Steam\logs\cef_log.txt"" --disable-quick-menu","System.Diagnostics.Process (steam)","Valve Corporation","3.421875","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5888","8",,"False","2021-12-01 오전 8:19:39",,"16252",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35800","35800","20672512","20672512","696536","696536","24399872","24399872","64589824","64589824","4716625920","421658624","True","Normal","20672512","20672512","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","763","4698959872","403992576","False",,,,"60567552","60567552",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:02.4375000","00:00:03.4218750","00:00:00.9843750","0","","True",,
"steamwebhelper","1","267","4590448640","14442496","7802880","16720","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=crashpad-handler /prefetch:7 --max-uploads=5 --max-db-size=20 --max-db-age=5 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Program Files (x86)\Steam\dumps"" ""--metrics-dir=C:\Users\Mark.Yoo\AppData\Local\CEF\User Data"" --url=http://crash.steampowered.com/submit --annotation=platform=win64 --annotation=product=cefwebhelper --annotation=version=1637624439 --initial-client-data=0x38c,0x390,0x394,0x350,0x398,0x7ffa5e1fdf90,0x7ffa5e1fdfa0,0x7ffa5e1fdfb0","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","0.015625","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3956","8",,"False","2021-12-01 오전 8:19:39",,"16288",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16720","16720","7802880","7802880","507392","507392","7925760","7925760","14991360","14991360","4594642944","299675648","True","Normal","7802880","7802880","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","267","4590448640","295481344","False",,,,"14442496","14442496",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","0","","True",,
"steamwebhelper","1","506","8932859904","45805568","24145920","25752","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1688,17921193971288530001,9442267683145088938,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=ko --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1637624439 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=5 --mojo-platform-channel-handle=2904 /prefetch:1","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","0.125","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6336","8",,"False","2021-12-01 오전 8:19:46",,"17680",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25752","25752","24145920","24145920","525432","525432","24363008","24363008","46665728","46665728","13200474112","315572224","True","Normal","24145920","24145920","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","506","8932859904","342925312","False",,,,"45805568","45805568",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.0625000","00:00:00.1250000","00:00:00.0625000","0","","True",,
"steamwebhelper","1","540","9041309696","93696000","61968384","29016","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1688,17921193971288530001,9442267683145088938,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=ko --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1637624439 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=6 --mojo-platform-channel-handle=3040 /prefetch:1","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","1.625","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6284","4",,"False","2021-12-01 오전 8:19:46",,"17692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29016","29016","61968384","61968384","624360","624360","84045824","84045824","116719616","116719616","13201522688","316620800","True","Idle","61968384","61968384","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","540","9041309696","451375104","False",,,,"93696000","93696000",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.2031250","00:00:01.6250000","00:00:01.4218750","0","","True",,
"steamwebhelper","1","527","8991023104","82874368","53121024","28608","C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win7x64\steamwebhelper.exe"" --type=renderer --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --field-trial-handle=1688,17921193971288530001,9442267683145088938,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --enable-blink-features=ResizeObserver,Worklet,AudioWorklet --lang=ko --log-file=""C:\Program Files (x86)\Steam\logs\cef_log.txt"" --product-version=""Valve Steam Client"" --buildid=1637624439 --steamid=0 --device-scale-factor=1 --num-raster-threads=3 --enable-main-frame-before-activation --renderer-client-id=7 --mojo-platform-channel-handle=3200 /prefetch:1","System.Diagnostics.Process (steamwebhelper)","Valve Corporation","1.0625","06.90.98.64","01.00.00.01","Steam Client WebHelper","Steam Client WebHelper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9176","10",,"False","2021-12-01 오전 8:19:46",,"17720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","28608","28608","53121024","53121024","555960","555960","78557184","78557184","104472576","104472576","13200474112","315572224","True","AboveNormal","53121024","53121024","steamwebhelper","63","1",,"System.Diagnostics.ProcessThreadCollection","527","8991023104","401088512","False",,,,"82874368","82874368",,"System.Diagnostics.ProcessModule (steamwebhelper.exe)","00:00:00.0937500","00:00:01.0625000","00:00:00.9687500","0","","True",,
"StSess","1","554","4545228800","11743232","31571968","28040",,,,,"18.359375",,,,,"Process",,,"8",,"False","2021-12-01 오전 8:19:15",,"9700",".",,,,"28040","28040","31571968","31571968","328704","328704","31940608","31940608","40038400","40038400","4548321280","253353984",,,"31571968","31571968","StSess",,"1",,"System.Diagnostics.ProcessThreadCollection","554","4545228800","250261504","False",,,,"11743232","11743232",,,"00:00:13.7656250","00:00:18.3593750","00:00:04.5937500","0","","True",,
"StSess32","1","179","105168896","3407872","3506176","15296",,,,,"13.28125",,,,,"Process",,,"8",,"False","2021-12-01 오전 8:19:19",,"1728",".",,,,"15296","15296","3506176","3506176","190272","190272","4104192","4104192","12464128","12464128","115822592","115822592",,,"3506176","3506176","StSess32",,"1",,"System.Diagnostics.ProcessThreadCollection","179","105168896","105168896","False",,,,"3407872","3407872",,,"00:00:11.3906250","00:00:13.2812500","00:00:01.8906250","0","","True",,
"svchost","0","1394","2203451060224","28663808","10207232","30160",,,,,,,,,,"Process",,,"8",,,,,"1036",".",,,,"30160","30160","10207232","10207232","507112","507112","10727424","10727424","29208576","29208576","2203466485760","148262912",,,"10207232","10207232","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1394","2203451060224","132837376","False",,,,"28663808","28663808",,,,,,"0","","True",,
"svchost","0","1303","2203413929984","16236544","8433664","17856",,,,,,,,,,"Process",,,"8",,,,,"1168",".",,,,"17856","17856","8433664","8433664","179624","179624","8880128","8880128","16564224","16564224","2203424886784","106663936",,,"8433664","8433664","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","1303","2203413929984","95707136","False",,,,"16236544","16236544",,,,,,"0","","True",,
"svchost","0","317","2203396362240","8568832","2732032","10968",,,,,,,,,,"Process",,,"8",,,,,"1216",".",,,,"10968","10968","2732032","2732032","120792","120792","2985984","2985984","8798208","8798208","2203403345920","85123072",,,"2732032","2732032","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","317","2203396362240","78139392","False",,,,"8568832","8568832",,,,,,"0","","True",,
"svchost","0","199","2203392745472","8675328","1847296","21872",,,,,,,,,,"Process",,,"8",,,,,"1412",".",,,,"21872","21872","1847296","1847296","74992","74992","2633728","2633728","9310208","9310208","2203398512640","80289792",,,"1847296","1847296","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","199","2203392745472","74522624","False",,,,"8675328","8675328",,,,,,"0","","True",,
"svchost","0","189","2203404976128","12042240","2166784","17000",,,,,,,,,,"Process",,,"8",,,,,"1416",".",,,,"17000","17000","2166784","2166784","90048","90048","2686976","2686976","12341248","12341248","2203410771968","92549120",,,"2166784","2166784","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","189","2203404976128","86753280","False",,,,"12042240","12042240",,,,,,"0","","True",,
"svchost","0","109","2203386499072","5177344","1294336","7456",,,,,,,,,,"Process",,,"8",,,,,"1428",".",,,,"7456","7456","1294336","1294336","58408","58408","1576960","1576960","5750784","5750784","2203388596224","70373376",,,"1294336","1294336","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","109","2203386499072","68276224","False",,,,"5177344","5177344",,,,,,"0","","True",,
"svchost","0","286","2203410857984","12247040","3293184","23872",,,,,,,,,,"Process",,,"8",,,,,"1436",".",,,,"23872","23872","3293184","3293184","104680","104680","3506176","3506176","12918784","12918784","2203416195072","97972224",,,"3293184","3293184","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","286","2203410857984","92635136","False",,,,"12247040","12247040",,,,,,"0","","True",,
"svchost","0","219","2203399569408","10117120","2347008","12312",,,,,,,,,,"Process",,,"8",,,,,"1556",".",,,,"12312","12312","2347008","2347008","90128","90128","2600960","2600960","10403840","10403840","2203403603968","85381120",,,"2347008","2347008","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","219","2203399569408","81346560","False",,,,"10117120","10117120",,,,,,"0","","True",,
"svchost","0","250","2203401420800","11976704","1851392","9240",,,,,,,,,,"Process",,,"8",,,,,"1564",".",,,,"9240","9240","1851392","1851392","114656","114656","2289664","2289664","12431360","12431360","2203405090816","86867968",,,"1851392","1851392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","250","2203401420800","83197952","False",,,,"11976704","11976704",,,,,,"0","","True",,
"svchost","0","385","2203421986816","15884288","6275072","17176",,,,,,,,,,"Process",,,"8",,,,,"1636",".",,,,"17176","17176","6275072","6275072","263984","263984","7168000","7168000","16146432","16146432","2203441344512","123121664",,,"6275072","6275072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","385","2203421986816","103763968","False",,,,"15884288","15884288",,,,,,"0","","True",,
"svchost","0","153","2203402330112","6418432","1802240","16400",,,,,,,,,,"Process",,,"8",,,,,"1692",".",,,,"16400","16400","1802240","1802240","81344","81344","2019328","2019328","6983680","6983680","2203405475840","87252992",,,"1802240","1802240","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","153","2203402330112","84107264","False",,,,"6418432","6418432",,,,,,"0","","True",,
"svchost","0","245","2203433398272","13959168","3543040","13592",,,,,,,,,,"Process",,,"8",,,,,"1720",".",,,,"13592","13592","3543040","3543040","157512","157512","4104192","4104192","14458880","14458880","2203440214016","121991168",,,"3543040","3543040","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","245","2203433398272","115175424","False",,,,"13959168","13959168",,,,,,"0","","True",,
"svchost","1","474","2203517796352","35328000","8368128","22944","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","0.75","10.0.19041.1288 (WinBuild.160101.0800)","10.0.19041.1288","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","9584","8",,"False","2021-12-01 오전 8:19:11",,"1744",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22944","22944","8368128","8368128","334400","334400","9302016","9302016","37187584","37187584","2203531411456","213188608","True","Normal","8368128","8368128","svchost","63","1",,"System.Diagnostics.ProcessThreadCollection","474","2203517796352","199573504","False",,,,"35328000","35328000",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3281250","00:00:00.7500000","00:00:00.4218750","0","","True",,
"svchost","0","410","2203428048896","18108416","14745600","13672",,,,,,,,,,"Process",,,"8",,,,,"1808",".",,,,"13672","13672","14745600","14745600","85928","85928","18743296","18743296","21942272","21942272","2203434921984","116699136",,,"14745600","14745600","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","410","2203428048896","109826048","False",,,,"18108416","18108416",,,,,,"0","","True",,
"svchost","0","146","2203388198912","9195520","5132288","27504",,,,,,,,,,"Process",,,"8",,,,,"1840",".",,,,"27504","27504","5132288","5132288","57696","57696","5378048","5378048","9273344","9273344","2203391868928","73646080",,,"5132288","5132288","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","146","2203388198912","69976064","False",,,,"9195520","9195520",,,,,,"0","","True",,
"svchost","0","336","2203424473088","19083264","3391488","12776",,,,,,,,,,"Process",,,"8",,,,,"1904",".",,,,"12776","12776","3391488","3391488","137120","137120","4087808","4087808","21225472","21225472","2203446337536","128114688",,,"3391488","3391488","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","336","2203424473088","106250240","False",,,,"19083264","19083264",,,,,,"0","","True",,
"svchost","0","192","2203405004800","9150464","1966080","10872",,,,,,,,,,"Process",,,"8",,,,,"1952",".",,,,"10872","10872","1966080","1966080","102584","102584","2293760","2293760","9789440","9789440","2203409723392","91500544",,,"1966080","1966080","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","192","2203405004800","86781952","False",,,,"9150464","9150464",,,,,,"0","","True",,
"svchost","0","171","2203394781184","5955584","1523712","7200",,,,,,,,,,"Process",,,"8",,,,,"2032",".",,,,"7200","7200","1523712","1523712","59832","59832","1581056","1581056","6361088","6361088","2203397926912","79704064",,,"1523712","1523712","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","171","2203394781184","76558336","False",,,,"5955584","5955584",,,,,,"0","","True",,
"svchost","0","245","2203392745472","7831552","2527232","10216",,,,,,,,,,"Process",,,"8",,,,,"2132",".",,,,"10216","10216","2527232","2527232","80496","80496","3690496","3690496","8724480","8724480","2203409522688","91299840",,,"2527232","2527232","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","245","2203392745472","74522624","False",,,,"7831552","7831552",,,,,,"0","","True",,
"svchost","0","393","2203419967488","12156928","4767744","15440",,,,,,,,,,"Process",,,"8",,,,,"2328",".",,,,"15440","15440","4767744","4767744","101272","101272","5308416","5308416","12439552","12439552","2203430531072","112308224",,,"4767744","4767744","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","393","2203419967488","101744640","False",,,,"12156928","12156928",,,,,,"0","","True",,
"svchost","0","399","2203395633152","9367552","2867200","11600",,,,,,,,,,"Process",,,"8",,,,,"2432",".",,,,"11600","11600","2867200","2867200","90712","90712","3399680","3399680","9662464","9662464","2203406131200","87908352",,,"2867200","2867200","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","399","2203395633152","77410304","False",,,,"9367552","9367552",,,,,,"0","","True",,
"svchost","0","121","2203387805696","6995968","1396736","8016",,,,,,,,,,"Process",,,"8",,,,,"2620",".",,,,"8016","8016","1396736","1396736","64800","64800","1748992","1748992","7610368","7610368","2203392909312","74686464",,,"1396736","1396736","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","121","2203387805696","69582848","False",,,,"6995968","6995968",,,,,,"0","","True",,
"svchost","0","236","2207727988736","14340096","3227648","12568",,,,,,,,,,"Process",,,"8",,,,,"2704",".",,,,"12568","12568","3227648","3227648","107696","107696","13959168","13959168","25214976","25214976","2207735689216","122499072",,,"3227648","3227648","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","236","2207727988736","114798592","False",,,,"14340096","14340096",,,,,,"0","","True",,
"svchost","0","238","2203390058496","5648384","1339392","7472",,,,,,,,,,"Process",,,"8",,,,,"2708",".",,,,"7472","7472","1339392","1339392","73808","73808","1511424","1511424","6148096","6148096","2203392475136","74252288",,,"1339392","1339392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","238","2203390058496","71835648","False",,,,"5648384","5648384",,,,,,"0","","True",,
"svchost","0","165","2203395002368","7741440","1937408","9160",,,,,,,,,,"Process",,,"8",,,,,"2720",".",,,,"9160","9160","1937408","1937408","73736","73736","2301952","2301952","8249344","8249344","2203401818112","83595264",,,"1937408","1937408","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","165","2203395002368","76779520","False",,,,"7741440","7741440",,,,,,"0","","True",,
"svchost","0","120","2203394592768","7725056","1585152","8288",,,,,,,,,,"Process",,,"8",,,,,"2816",".",,,,"8288","8288","1585152","1585152","76424","76424","1855488","1855488","7806976","7806976","2203398262784","80039936",,,"1585152","1585152","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","120","2203394592768","76369920","False",,,,"7725056","7725056",,,,,,"0","","True",,
"svchost","0","168","2203394871296","8011776","1851392","12224",,,,,,,,,,"Process",,,"8",,,,,"2836",".",,,,"12224","12224","1851392","1851392","78168","78168","2187264","2187264","8638464","8638464","2203400142848","81920000",,,"1851392","1851392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","168","2203394871296","76648448","False",,,,"8011776","8011776",,,,,,"0","","True",,
"svchost","0","204","2203395026944","8564736","2629632","10768",,,,,,,,,,"Process",,,"8",,,,,"2904",".",,,,"10768","10768","2629632","2629632","87560","87560","3805184","3805184","9293824","9293824","2203402600448","84377600",,,"2629632","2629632","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","204","2203395026944","76804096","False",,,,"8564736","8564736",,,,,,"0","","True",,
"svchost","0","328","2203398172672","9121792","2777088","9976",,,,,,,,,,"Process",,,"8",,,,,"2952",".",,,,"9976","9976","2777088","2777088","99344","99344","3231744","3231744","9695232","9695232","2203404988416","86765568",,,"2777088","2777088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","328","2203398172672","79949824","False",,,,"9121792","9121792",,,,,,"0","","True",,
"svchost","0","155","2203421134848","7278592","2007040","9632",,,,,,,,,,"Process",,,"8",,,,,"2960",".",,,,"9632","9632","2007040","2007040","123992","123992","2617344","2617344","19927040","19927040","2203527303168","209080320",,,"2007040","2007040","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","155","2203421134848","102912000","False",,,,"7278592","7278592",,,,,,"0","","True",,
"svchost","0","285","2203404767232","8925184","3715072","13856",,,,,,,,,,"Process",,,"8",,,,,"3036",".",,,,"13856","13856","3715072","3715072","86968","86968","4513792","4513792","9359360","9359360","2203418415104","100192256",,,"3715072","3715072","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","285","2203404767232","86544384","False",,,,"8925184","8925184",,,,,,"0","","True",,
"svchost","0","213","2203398012928","8404992","2170880","11008",,,,,,,,,,"Process",,,"8",,,,,"3260",".",,,,"11008","11008","2170880","2170880","76272","76272","2596864","2596864","8970240","8970240","2203402207232","83984384",,,"2170880","2170880","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","213","2203398012928","79790080","False",,,,"8404992","8404992",,,,,,"0","","True",,
"svchost","0","534","2203417354240","15900672","4685824","14928",,,,,,,,,,"Process",,,"8",,,,,"3388",".",,,,"14928","14928","4685824","4685824","125136","125136","4988928","4988928","15994880","15994880","2203418402816","100179968",,,"4685824","4685824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","534","2203417354240","99131392","False",,,,"15900672","15900672",,,,,,"0","","True",,
"svchost","0","361","2203398565888","9879552","2523136","14744",,,,,,,,,,"Process",,,"8",,,,,"3448",".",,,,"14744","14744","2523136","2523136","98352","98352","3534848","3534848","10493952","10493952","2203409575936","91353088",,,"2523136","2523136","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","361","2203398565888","80343040","False",,,,"9879552","9879552",,,,,,"0","","True",,
"svchost","0","127","2203386580992","6377472","1613824","11112",,,,,,,,,,"Process",,,"8",,,,,"3456",".",,,,"11112","11112","1613824","1613824","63272","63272","1933312","1933312","6840320","6840320","2203389607936","71385088",,,"1613824","1613824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","127","2203386580992","68358144","False",,,,"6377472","6377472",,,,,,"0","","True",,
"svchost","0","238","2203415953408","14073856","2777088","13680",,,,,,,,,,"Process",,,"8",,,,,"3500",".",,,,"13680","13680","2777088","2777088","128352","128352","3407872","3407872","14778368","14778368","2203428012032","109789184",,,"2777088","2777088","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","238","2203415953408","97730560","False",,,,"14073856","14073856",,,,,,"0","","True",,
"svchost","0","177","2203409154048","15249408","6971392","9240",,,,,,,,,,"Process",,,"8",,,,,"3704",".",,,,"9240","9240","6971392","6971392","78496","78496","14524416","14524416","23470080","23470080","2203421806592","103583744",,,"6971392","6971392","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","177","2203409154048","90931200","False",,,,"15249408","15249408",,,,,,"0","","True",,
"svchost","0","429","2203432382464","20328448","11329536","32584",,,,,,,,,,"Process",,,"8",,,,,"3720",".",,,,"32584","32584","11329536","11329536","114440","114440","15667200","15667200","24961024","24961024","2203441463296","123240448",,,"11329536","11329536","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","429","2203432382464","114159616","False",,,,"20328448","20328448",,,,,,"0","","True",,
"svchost","0","182","2203399479296","8085504","2088960","10816",,,,,,,,,,"Process",,,"8",,,,,"3772",".",,,,"10816","10816","2088960","2088960","84192","84192","2314240","2314240","8589312","8589312","2203402100736","83877888",,,"2088960","2088960","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","182","2203399479296","81256448","False",,,,"8085504","8085504",,,,,,"0","","True",,
"svchost","0","257","2203421872128","15118336","3248128","12096",,,,,,,,,,"Process",,,"8",,,,,"3812",".",,,,"12096","12096","3248128","3248128","133880","133880","4210688","4210688","21868544","21868544","2203450798080","132575232",,,"3248128","3248128","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","257","2203421872128","103649280","False",,,,"15118336","15118336",,,,,,"0","","True",,
"svchost","0","537","2203493904384","34668544","17264640","24616",,,,,,,,,,"Process",,,"8",,,,,"4028",".",,,,"24616","24616","17264640","17264640","177880","177880","46755840","46755840","56631296","56631296","2203503996928","185774080",,,"17264640","17264640","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","537","2203493904384","175681536","False",,,,"34668544","34668544",,,,,,"0","","True",,
"svchost","0","429","2203457077248","31395840","20983808","17776",,,,,,,,,,"Process",,,"8",,,,,"4036",".",,,,"17776","17776","20983808","20983808","115952","115952","34566144","34566144","44810240","44810240","2203463213056","144990208",,,"20983808","20983808","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","429","2203457077248","138854400","False",,,,"31395840","31395840",,,,,,"0","","True",,
"svchost","0","321","2203513655296","46026752","39591936","18528",,,,,,,,,,"Process",,,"8",,,,,"4044",".",,,,"18528","18528","39591936","39591936","132536","132536","44720128","44720128","54104064","54104064","2203652255744","334032896",,,"39591936","39591936","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","321","2203513655296","195432448","False",,,,"46026752","46026752",,,,,,"0","","True",,
"svchost","0","393","2203608817664","18264064","7286784","28936",,,,,,,,,,"Process",,,"8",,,,,"4084",".",,,,"28936","28936","7286784","7286784","137728","137728","70295552","70295552","81215488","81215488","2203649318912","331096064",,,"7286784","7286784","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","393","2203608817664","290594816","False",,,,"18264064","18264064",,,,,,"0","","True",,
"svchost","0","130","2203390582784","6594560","1613824","9416",,,,,,,,,,"Process",,,"8",,,,,"4220",".",,,,"9416","9416","1613824","1613824","70768","70768","1941504","1941504","7233536","7233536","2203395305472","77082624",,,"1613824","1613824","svchost",,"0",,"System.Diagnostics.ProcessThreadCollection","130","2203390582784","72359936","False",,,,"6594560","6594560",,,,,,"0","","True",,
